browser,newusers,eventcount,totalusers,conversions,totalrevenue,engagementrate,engagedsessions,date
Opera,3,36,3,0,0,0.5,2,23/05/24
Safari,220,1367,247,0,0,0.584229391,163,23/05/24
Safari (in-app),19,57,19,0,0,0,0,23/05/24
Samsung Internet,14,70,15,0,0,0.533333333,8,23/05/24
Android Webview,16,75,20,0,0,0.25,5,24/05/24
Chrome,227,1980,273,0,0,0.634868421,193,24/05/24
Edge,13,177,17,0,0,0.631578947,12,24/05/24
Firefox,16,189,20,0,0,0.64,16,24/05/24
Opera,1,7,1,0,0,1,1,24/05/24
Safari,184,1243,206,0,0,0.531914894,125,24/05/24
Safari (in-app),16,48,16,0,0,0,0,24/05/24
Samsung Internet,13,70,15,0,0,0.421052632,8,24/05/24
Android Webview,11,60,13,0,0,0.615384615,8,25/05/24
Chrome,250,1782,283,0,0,0.694533762,216,25/05/24
Edge,8,66,9,0,0,0.727272727,8,25/05/24
Firefox,8,165,9,0,0,0.727272727,8,25/05/24
Safari,226,1498,250,0,0,0.6,165,25/05/24
Safari (in-app),27,84,27,0,0,0.074074074,2,25/05/24
Samsung Internet,17,142,19,0,0,0.681818182,15,25/05/24
Android Webview,12,43,13,0,0,0.153846154,2,26/05/24
Chrome,219,1619,249,0,0,0.641791045,172,26/05/24
Edge,8,64,8,0,0,0.555555556,5,26/05/24
Firefox,11,111,12,0,0,0.666666667,10,26/05/24
Safari,234,1602,256,0,0,0.581227437,161,26/05/24
Safari (in-app),16,57,16,0,0,0.25,4,26/05/24
Samsung Internet,13,67,13,0,0,0.533333333,8,26/05/24
Android Webview,10,34,10,0,0,0.2,2,27/05/24
Chrome,326,2868,378,0,0,0.695238095,292,27/05/24
Edge,19,139,23,0,0,0.75,18,27/05/24
Firefox,7,121,11,0,0,0.785714286,11,27/05/24
Opera,1,51,1,0,0,0.666666667,2,27/05/24
Safari,245,1503,280,0,0,0.561056106,170,27/05/24
Safari (in-app),19,60,19,0,0,0.052631579,1,27/05/24
Samsung Internet,12,59,13,0,0,0.615384615,8,27/05/24
Amazon Silk,1,5,1,0,0,1,1,28/05/24
Android Webview,10,45,10,0,0,0.4,4,28/05/24
Chrome,305,2353,357,0,0,0.692708333,266,28/05/24
Edge,36,442,41,0,0,0.708333333,34,28/05/24
Firefox,16,316,20,0,0,0.615384615,16,28/05/24
Opera,1,4,1,0,0,1,1,28/05/24
Safari,245,1562,272,0,0,0.594684385,179,28/05/24
Safari (in-app),18,64,20,0,0,0.15,3,28/05/24
Samsung Internet,21,144,22,0,0,0.782608696,18,28/05/24
Android Webview,14,53,15,0,0,0.266666667,4,29/05/24
Chrome,316,1993,353,0,0,0.635416667,244,29/05/24
Edge,26,329,33,0,0,0.756756757,28,29/05/24
Firefox,15,168,19,0,0,0.6,12,29/05/24
Opera,1,4,1,0,0,1,1,29/05/24
Safari,234,1555,269,0,0,0.566225166,171,29/05/24
Safari (in-app),30,101,30,0,0,0.166666667,5,29/05/24
Samsung Internet,12,97,12,0,0,0.571428571,8,29/05/24
Android Webview,23,72,24,0,0,0,0,30/05/24
Chrome,261,2013,317,0,0,0.658119658,231,30/05/24
Edge,17,198,22,0,0,0.555555556,15,30/05/24
Firefox,15,74,19,0,0,0.380952381,8,30/05/24
Opera,2,8,2,0,0,0.5,1,30/05/24
Safari,241,1488,267,0,0,0.550675676,163,30/05/24
Safari (in-app),18,69,18,0,0,0.055555556,1,30/05/24
Samsung Internet,10,69,14,0,0,0.5,7,30/05/24
Android Browser,7,27,7,0,0,0,0,31/05/24
Android Webview,13,41,13,0,0,0.076923077,1,31/05/24
Chrome,303,3432,418,0,0,0.677514793,229,31/05/24
Edge,41,850,134,0,0,0.68,17,31/05/24
Firefox,34,729,124,0,0,0.6,9,31/05/24
Safari,231,1753,329,0,0,0.489711934,119,31/05/24
Safari (in-app),10,35,12,0,0,0.083333333,1,31/05/24
Samsung Internet,15,200,17,0,0,0.722222222,13,31/05/24
Android Webview,10,52,11,0,0,0.25,3,01/06/24
Chrome,193,1385,217,0,0,0.672413793,156,01/06/24
Edge,11,57,12,0,0,0.916666667,11,01/06/24
Firefox,12,118,15,0,0,0.764705882,13,01/06/24
Opera,1,4,1,0,0,1,1,01/06/24
Safari,248,1513,261,0,0,0.604895105,173,01/06/24
Safari (in-app),23,81,23,0,0,0.173913043,4,01/06/24
Samsung Internet,5,26,6,0,0,0.5,3,01/06/24
Android Webview,9,45,10,0,0,0.272727273,3,02/06/24
Chrome,242,1510,269,0,0,0.645833333,186,02/06/24
Edge,7,95,7,0,0,0.857142857,6,02/06/24
Firefox,18,113,20,0,0,0.5,12,02/06/24
Opera,3,12,3,0,0,0.666666667,2,02/06/24
Safari,238,1364,254,0,0,0.570921986,161,02/06/24
Safari (in-app),20,69,20,0,0,0.15,3,02/06/24
Samsung Internet,15,62,16,0,0,0.625,10,02/06/24
Android Webview,8,28,9,0,0,0.222222222,2,03/06/24
Chrome,325,2522,370,0,0,0.674698795,280,03/06/24
Edge,24,192,27,0,0,0.724137931,21,03/06/24
Firefox,10,118,15,0,0,0.733333333,11,03/06/24
Opera,2,10,3,0,0,0.666666667,2,03/06/24
Safari,257,1486,272,0,0,0.547038328,157,03/06/24
Safari (in-app),20,65,20,0,0,0.1,2,03/06/24
Samsung Internet,19,82,19,0,0,0.631578947,12,03/06/24
Android Webview,25,81,25,0,0,0.08,2,04/06/24
Chrome,290,2337,343,0,0,0.682989691,265,04/06/24
Edge,22,222,24,0,0,0.703703704,19,04/06/24
Firefox,10,96,16,0,0,0.764705882,13,04/06/24
Opera,1,11,1,0,0,1,1,04/06/24
Safari,240,1556,271,0,0,0.591695502,171,04/06/24
Safari (in-app),59,190,60,0,0,0.1,6,04/06/24
Samsung Internet,11,80,13,0,0,0.428571429,6,04/06/24
Android Webview,24,113,25,0,0,0.32,8,05/06/24
Chrome,250,1833,295,0,0,0.674772036,222,05/06/24
Edge,27,197,30,0,0,0.617647059,21,05/06/24
Firefox,10,163,16,0,0,0.65,13,05/06/24
Opera,1,5,1,0,0,1,1,05/06/24
Safari,223,1382,237,0,0,0.603174603,152,05/06/24
Safari (in-app),43,175,45,0,0,0.2,9,05/06/24
Samsung Internet,13,63,14,0,0,0.6,9,05/06/24
Android Webview,18,87,19,0,0,0.368421053,7,06/06/24
Chrome,282,2529,333,0,0,0.706521739,260,06/06/24
Edge,19,160,27,0,0,0.666666667,18,06/06/24
Firefox,13,79,14,0,0,0.75,12,06/06/24
Opera,1,4,1,0,0,1,1,06/06/24
Safari,226,1598,257,0,0,0.536842105,153,06/06/24
Safari (in-app),18,118,21,0,0,0.428571429,9,06/06/24
Samsung Internet,6,28,8,0,0,0.333333333,3,06/06/24
Android Webview,16,68,17,0,0,0.352941176,6,07/06/24
Chrome,262,2357,314,0,0,0.701117318,251,07/06/24
Edge,16,110,18,0,0,0.526315789,10,07/06/24
Firefox,11,83,15,0,0,0.647058824,11,07/06/24
Opera,2,8,2,0,0,1,2,07/06/24
Safari,240,1707,264,0,0,0.540540541,160,07/06/24
Safari (in-app),18,60,19,0,0,0.210526316,4,07/06/24
Samsung Internet,13,81,15,0,0,0.722222222,13,07/06/24
Android Webview,8,33,9,0,0,0.111111111,1,08/06/24
Chrome,259,1895,288,0,0,0.661490683,213,08/06/24
Edge,9,193,11,0,0,0.75,9,08/06/24
Firefox,7,154,8,0,0,0.7,7,08/06/24
Opera,1,4,1,0,0,1,1,08/06/24
Safari,218,1376,241,0,0,0.6121673,161,08/06/24
Safari (in-app),12,51,12,0,0,0.416666667,5,08/06/24
Samsung Internet,10,61,12,0,0,0.538461538,7,08/06/24
Android Webview,16,100,17,0,0,0.722222222,13,09/06/24
Chrome,268,1955,297,0,0,0.696202532,220,09/06/24
Edge,17,129,20,0,0,0.681818182,15,09/06/24
Firefox,10,52,10,0,0,0.8,8,09/06/24
Opera,1,4,1,0,0,1,1,09/06/24
Safari,270,1491,287,0,0,0.603833866,189,09/06/24
Safari (in-app),22,100,23,0,0,0.333333333,8,09/06/24
Samsung Internet,9,138,13,0,0,0.45,9,09/06/24
Android Browser,6,23,6,0,0,0,0,10/06/24
Android Webview,7,43,8,0,0,0.625,5,10/06/24
Chrome,323,2354,372,0,0,0.607981221,259,10/06/24
Edge,23,311,29,0,0,0.617647059,21,10/06/24
Firefox,15,113,19,0,0,0.714285714,15,10/06/24
Opera,1,4,1,0,0,1,1,10/06/24
Safari,239,1512,266,0,0,0.541528239,163,10/06/24
Safari (in-app),14,49,14,0,0,0.357142857,5,10/06/24
Samsung Internet,16,165,21,0,0,0.558823529,19,10/06/24
Android Webview,14,68,14,0,0,0.642857143,9,11/06/24
Chrome,270,2555,326,0,0,0.655172414,247,11/06/24
Edge,24,266,26,0,0,0.793103448,23,11/06/24
Firefox,14,143,20,0,0,0.80952381,17,11/06/24
Opera,1,4,1,0,0,1,1,11/06/24
Safari,229,1791,264,0,0,0.546052632,166,11/06/24
Safari (in-app),17,65,18,0,0,0.5,9,11/06/24
Samsung Internet,12,122,16,0,0,0.647058824,11,11/06/24
Android Runtime,1,4,1,0,0,1,1,12/06/24
Android Webview,7,34,8,0,0,0.625,5,12/06/24
Chrome,282,2329,328,0,0,0.636118598,236,12/06/24
Edge,25,264,30,0,0,0.666666667,24,12/06/24
Firefox,15,153,17,0,0,0.555555556,10,12/06/24
Safari,217,1191,235,0,0,0.5390625,138,12/06/24
Safari (in-app),15,81,16,0,0,0.375,6,12/06/24
Samsung Internet,18,79,19,0,0,0.55,11,12/06/24
Android Webview,5,30,6,0,0,0.5,3,13/06/24
Chrome,259,2241,317,0,0,0.620218579,227,13/06/24
Edge,15,150,20,0,0,0.576923077,15,13/06/24
Firefox,13,150,16,0,0,0.647058824,11,13/06/24
Opera,0,4,1,0,0,1,1,13/06/24
Safari,222,1337,242,0,0,0.568093385,146,13/06/24
Safari (in-app),12,42,13,0,0,0.153846154,2,13/06/24
Samsung Internet,12,49,14,0,0,0.5,7,13/06/24
Android Webview,8,39,9,0,0,0.555555556,5,14/06/24
Chrome,243,2015,289,0,0,0.635542169,211,14/06/24
Edge,21,183,23,0,0,0.84,21,14/06/24
Firefox,6,34,7,0,0,0.5,4,14/06/24
Opera,5,24,6,0,0,0.571428571,4,14/06/24
Safari,210,1300,231,0,0,0.53875969,139,14/06/24
Safari (in-app),10,36,10,0,0,0.3,3,14/06/24
Samsung Internet,13,76,15,0,0,0.4,8,14/06/24
Android Webview,12,66,14,0,0,0.571428571,8,15/06/24
Chrome,204,1503,237,0,0,0.644787645,167,15/06/24
Edge,10,108,10,0,0,0.909090909,10,15/06/24
Firefox,13,144,13,0,0,0.444444444,8,15/06/24
Opera,1,4,1,0,0,1,1,15/06/24
Safari,228,1431,249,0,0,0.600732601,164,15/06/24
Safari (in-app),11,40,11,0,0,0.363636364,4,15/06/24
Samsung Internet,13,65,14,0,0,0.533333333,8,15/06/24
Android Webview,1,4,1,0,0,1,1,16/06/24
Chrome,208,1572,241,0,0,0.625,160,16/06/24
Edge,9,86,12,0,0,0.666666667,8,16/06/24
Firefox,11,185,13,0,0,0.666666667,10,16/06/24
Opera,2,10,2,0,0,0.666666667,2,16/06/24
Safari,225,1551,245,0,0,0.583941606,160,16/06/24
Safari (in-app),4,25,4,0,0,0.5,2,16/06/24
Samsung Internet,8,78,10,0,0,0.5,7,16/06/24
Chrome,302,2390,352,0,0,0.641221374,252,17/06/24
Edge,20,101,22,0,0,0.739130435,17,17/06/24
Firefox,8,44,9,0,0,0.666666667,6,17/06/24
Opera,1,28,1,0,0,0.5,1,17/06/24
Safari,239,1464,265,0,0,0.547854785,166,17/06/24
Safari (in-app),1,3,1,0,0,0,0,17/06/24
Samsung Internet,13,53,14,0,0,0.294117647,5,17/06/24
Android Webview,1,12,2,0,0,0.5,1,18/06/24
Chrome,257,1992,304,0,0,0.643916914,217,18/06/24
Edge,16,148,19,0,0,0.8,16,18/06/24
Firefox,11,57,11,0,0,0.666666667,8,18/06/24
Safari,246,1507,275,0,0,0.590604027,176,18/06/24
Safari (in-app),2,10,2,0,0,0.5,1,18/06/24
Samsung Internet,9,57,10,0,0,0.636363636,7,18/06/24
Android Webview,2,7,2,0,0,0.5,1,19/06/24
Chrome,281,2168,331,0,0,0.580052493,221,19/06/24
Edge,20,163,23,0,0,0.615384615,16,19/06/24
Firefox,10,113,12,0,0,0.846153846,11,19/06/24
Safari,246,1442,278,0,0,0.48534202,149,19/06/24
Safari (in-app),1,9,1,0,0,1,1,19/06/24
Samsung Internet,15,111,17,0,0,0.666666667,12,19/06/24
Android Webview,2,12,2,0,0,1,2,20/06/24
Chrome,300,2031,342,0,0,0.568783069,215,20/06/24
Edge,14,122,19,0,0,0.652173913,15,20/06/24
Firefox,14,78,15,0,0,0.470588235,8,20/06/24
Opera,1,11,1,0,0,1,2,20/06/24
Safari,218,1293,246,0,0,0.577358491,153,20/06/24
Safari (in-app),1,6,2,0,0,1,2,20/06/24
Samsung Internet,10,44,10,0,0,0.545454545,6,20/06/24
Android Browser,9,34,9,0,0,0,0,21/06/24
Android Webview,4,13,4,0,0,0.25,1,21/06/24
Chrome,302,2485,335,0,0,0.567357513,219,21/06/24
Edge,16,151,18,0,0,0.65,13,21/06/24
Firefox,12,69,13,0,0,0.692307692,9,21/06/24
Opera,1,3,1,0,0,0,0,21/06/24
Safari,247,1416,262,0,0,0.586206897,170,21/06/24
Safari (in-app),2,11,2,0,0,0.5,1,21/06/24
Samsung Internet,15,172,17,0,0,0.631578947,12,21/06/24
Android Webview,2,6,2,0,0,0,0,22/06/24
Chrome,281,1957,308,0,0,0.541547278,189,22/06/24
Edge,7,121,8,0,0,0.666666667,6,22/06/24
Firefox,18,148,22,0,0,0.608695652,14,22/06/24
Safari,230,1309,252,0,0,0.645756458,175,22/06/24
Safari (in-app),5,20,5,0,0,0.4,2,22/06/24
Samsung Internet,17,90,17,0,0,0.5,11,22/06/24
Android Webview,3,28,3,0,0,0.333333333,1,23/06/24
Chrome,280,2011,306,0,0,0.606606607,202,23/06/24
Edge,19,208,22,0,0,0.833333333,20,23/06/24
Firefox,17,70,19,0,0,0.421052632,8,23/06/24
Mozilla Compatible Agent,0,1,1,0,0,1,1,23/06/24
Safari,260,1583,291,0,0,0.661490683,213,23/06/24
Safari (in-app),4,17,4,0,0,0.5,2,23/06/24
Samsung Internet,17,132,21,0,0,0.608695652,14,23/06/24
Android Webview,1,17,2,0,0,0.5,1,24/06/24
Chrome,279,2405,344,0,0,0.58560794,236,24/06/24
Edge,21,231,24,0,0,0.92,23,24/06/24
Firefox,18,102,19,0,0,0.428571429,9,24/06/24
Opera,2,17,3,0,0,0.666666667,2,24/06/24
Safari,235,1454,260,0,0,0.583038869,165,24/06/24
Safari (in-app),2,6,2,0,0,0,0,24/06/24
Samsung Internet,7,43,9,0,0,0.555555556,5,24/06/24
Android Webview,3,12,3,0,0,0.333333333,1,25/06/24
Chrome,300,2130,348,0,0,0.56122449,220,25/06/24
Edge,18,161,19,0,0,0.772727273,17,25/06/24
Firefox,16,103,20,0,0,0.423076923,11,25/06/24
Opera,1,3,1,0,0,0,0,25/06/24
Safari,235,1392,253,0,0,0.563176895,156,25/06/24
Safari (in-app),7,25,7,0,0,0.142857143,1,25/06/24
Samsung Internet,8,55,12,0,0,0.333333333,5,25/06/24
Android Webview,4,14,5,0,0,0,0,26/06/24
Chrome,294,2256,340,0,0,0.594086022,221,26/06/24
Edge,21,277,29,0,0,0.705882353,24,26/06/24
Firefox,8,63,11,0,0,0.352941176,6,26/06/24
Opera,0,2,1,0,0,0,0,26/06/24
Safari,223,1614,250,0,0,0.531034483,154,26/06/24
Safari (in-app),4,17,4,0,0,0.5,2,26/06/24
Samsung Internet,7,52,9,0,0,0.777777778,7,26/06/24
Amazon Silk,1,68,1,0,0,1,4,27/06/24
Android Webview,5,15,5,0,0,0,0,27/06/24
Chrome,273,2497,331,0,0,0.594315245,230,27/06/24
Edge,14,146,20,0,0,0.714285714,15,27/06/24
Firefox,14,279,16,0,0,0.6,12,27/06/24
Opera,2,7,2,0,0,0,0,27/06/24
Safari,217,1200,238,0,0,0.564202335,145,27/06/24
Safari (in-app),2,8,2,0,0,0.5,1,27/06/24
Samsung Internet,11,57,13,0,0,0.5,7,27/06/24
Android Webview,4,18,4,0,0,0.5,2,28/06/24
Chrome,255,2038,306,0,0,0.514450867,178,28/06/24
Edge,25,227,30,0,0,0.710526316,27,28/06/24
Firefox,9,48,11,0,0,0.363636364,4,28/06/24
Opera,0,24,1,0,0,1,1,28/06/24
Safari,184,1195,206,0,0,0.528138528,122,28/06/24
Safari (in-app),6,32,6,0,0,0.5,3,28/06/24
Samsung Internet,17,92,18,0,0,0.611111111,11,28/06/24
Amazon Silk,0,10,1,0,0,1,2,29/06/24
Android Webview,1,3,1,0,0,0,0,29/06/24
Chrome,245,1736,267,0,0,0.567213115,173,29/06/24
Edge,9,87,10,0,0,0.692307692,9,29/06/24
Firefox,14,68,14,0,0,0.333333333,5,29/06/24
Safari,255,1420,274,0,0,0.586092715,177,29/06/24
Safari (in-app),6,19,6,0,0,0.166666667,1,29/06/24
Samsung Internet,15,120,18,0,0,0.631578947,12,29/06/24
YaBrowser,1,4,1,0,0,1,1,29/06/24
Amazon Silk,0,4,1,0,0,0,0,30/06/24
Android Webview,7,27,7,0,0,0.142857143,1,30/06/24
Chrome,226,1460,258,0,0,0.563636364,155,30/06/24
Edge,9,60,9,0,0,0.777777778,7,30/06/24
Firefox,16,76,17,0,0,0.470588235,8,30/06/24
Opera,2,7,2,0,0,0.5,1,30/06/24
Safari,211,1326,231,0,0,0.518939394,137,30/06/24
Safari (in-app),2,6,2,0,0,0,0,30/06/24
Samsung Internet,13,78,14,0,0,0.5,8,30/06/24
Android Webview,1,3,1,0,0,0,0,01/07/24
Chrome,239,1821,267,0,0,0.550675676,163,01/07/24
Edge,10,159,12,0,0,0.571428571,8,01/07/24
Firefox,8,39,8,0,0,0.5,4,01/07/24
Opera,2,8,2,0,0,1,2,01/07/24
Phoenix Browser,1,5,1,0,0,0,0,01/07/24
Safari,210,1107,231,0,0,0.558704453,138,01/07/24
Safari (in-app),2,11,2,0,0,0.5,1,01/07/24
Samsung Internet,19,149,20,0,0,0.85,17,01/07/24
Android Browser,10,38,10,0,0,0,0,02/07/24
Chrome,314,2661,361,0,0,0.61407767,253,02/07/24
Edge,28,198,31,0,0,0.714285714,25,02/07/24
Firefox,16,150,19,0,0,0.6,12,02/07/24
Opera,1,15,2,0,0,1,2,02/07/24
Phoenix Browser,0,3,1,0,0,1,1,02/07/24
Safari,240,1378,266,0,0,0.612794613,182,02/07/24
Safari (in-app),7,26,7,0,0,0.285714286,2,02/07/24
Samsung Internet,21,123,22,0,0,0.62962963,17,02/07/24
YaBrowser,1,7,1,0,0,1,1,02/07/24
(not set),1,4,1,0,0,0,0,03/07/24
Android Webview,3,9,3,0,0,0,0,03/07/24
Chrome,318,2824,373,0,0,0.627403846,261,03/07/24
Edge,26,418,35,0,0,0.619047619,26,03/07/24
Firefox,17,178,21,0,0,0.590909091,13,03/07/24
Opera,2,7,2,0,0,0.5,1,03/07/24
Safari,223,1541,242,0,0,0.561151079,156,03/07/24
Safari (in-app),10,31,10,0,0,0.1,1,03/07/24
Samsung Internet,13,82,16,0,0,0.5625,9,03/07/24
Android Webview,6,20,6,0,0,0.166666667,1,04/07/24
Chrome,265,2029,318,0,0,0.578347578,203,04/07/24
Edge,12,104,17,0,0,0.526315789,10,04/07/24
Firefox,11,130,14,0,0,0.5625,9,04/07/24
Safari,234,1606,254,0,0,0.574626866,154,04/07/24
Safari (in-app),2,6,2,0,0,0,0,04/07/24
Samsung Internet,11,48,11,0,0,0.727272727,8,04/07/24
Amazon Silk,0,2,1,0,0,0,0,05/07/24
Android Webview,7,33,7,0,0,0.428571429,3,05/07/24
Chrome,292,2434,341,0,0,0.610526316,232,05/07/24
Edge,15,182,17,0,0,0.65,13,05/07/24
Firefox,17,63,17,0,0,0.315789474,6,05/07/24
Opera,1,4,1,0,0,1,1,05/07/24
Safari,226,1476,251,0,0,0.539735099,163,05/07/24
Safari (in-app),3,9,3,0,0,0,0,05/07/24
Samsung Internet,14,69,15,0,0,0.588235294,10,05/07/24
Android Webview,1,7,1,0,0,1,1,06/07/24
Chrome,249,1990,290,0,0,0.595679012,193,06/07/24
Edge,8,172,12,0,0,0.769230769,10,06/07/24
Firefox,14,65,16,0,0,0.4375,7,06/07/24
Mozilla Compatible Agent,0,2,1,0,0,1,1,06/07/24
Safari,243,1487,265,0,0,0.588435374,173,06/07/24
Safari (in-app),4,14,4,0,0,0.25,1,06/07/24
Samsung Internet,13,142,15,0,0,0.470588235,8,06/07/24
Android Webview,1,3,1,0,0,0,0,07/07/24
Chrome,260,1882,300,0,0,0.537267081,173,07/07/24
Edge,15,210,18,0,0,0.8,16,07/07/24
Firefox,13,92,13,0,0,0.692307692,9,07/07/24
Opera,2,7,2,0,0,0.5,1,07/07/24
Safari,249,1483,268,0,0,0.597269625,175,07/07/24
Safari (in-app),4,13,4,0,0,0,0,07/07/24
Samsung Internet,12,44,12,0,0,0.416666667,5,07/07/24
Android Webview,1,6,1,0,0,1,1,08/07/24
Chrome,326,2859,401,0,0,0.590707965,267,08/07/24
Edge,21,559,27,0,0,0.78125,25,08/07/24
Firefox,17,124,18,0,0,0.666666667,12,08/07/24
Opera,2,8,3,0,0,0,0,08/07/24
Safari,268,1922,294,0,0,0.622291022,201,08/07/24
Safari (in-app),3,16,3,0,0,0.333333333,1,08/07/24
Samsung Internet,18,82,18,0,0,0.611111111,11,08/07/24
Android Webview,2,6,2,0,0,0,0,09/07/24
Chrome,300,2308,352,0,0,0.582051282,227,09/07/24
Edge,17,181,20,0,0,0.818181818,18,09/07/24
Firefox,14,88,18,0,0,0.368421053,7,09/07/24
Mozilla Compatible Agent,1,3,1,0,0,0,0,09/07/24
Opera,2,11,3,0,0,0.333333333,1,09/07/24
Safari,284,1645,303,0,0,0.520833333,175,09/07/24
Safari (in-app),9,31,9,0,0,0.222222222,2,09/07/24
Samsung Internet,18,81,20,0,0,0.416666667,10,09/07/24
Android Webview,1,5,1,0,0,0,0,10/07/24
Chrome,301,2627,366,0,0,0.597619048,251,10/07/24
Edge,21,196,28,0,0,0.75862069,22,10/07/24
Firefox,10,47,12,0,0,0.416666667,5,10/07/24
Opera,1,4,1,0,0,1,1,10/07/24
Safari,258,1442,278,0,0,0.543046358,164,10/07/24
Safari (in-app),2,7,2,0,0,0.5,1,10/07/24
Samsung Internet,13,65,13,0,0,0.733333333,11,10/07/24
YaBrowser,1,4,1,0,0,1,1,10/07/24
Android Webview,8,25,8,0,0,0,0,11/07/24
Chrome,331,2812,387,0,0,0.585365854,264,11/07/24
Edge,19,122,23,0,0,0.833333333,20,11/07/24
Firefox,10,104,13,0,0,0.733333333,11,11/07/24
Meta Quest Browser,1,4,1,0,0,1,1,11/07/24
Opera,1,47,1,0,0,1,2,11/07/24
Safari,233,1627,254,0,0,0.612676056,174,11/07/24
Samsung Internet,23,104,24,0,0,0.64,16,11/07/24
Chrome,270,2145,313,0,0,0.579545455,204,12/07/24
Edge,14,127,16,0,0,0.722222222,13,12/07/24
Firefox,13,66,15,0,0,0.529411765,9,12/07/24
Opera,2,10,3,0,0,0.666666667,2,12/07/24
Safari,240,1907,263,0,0,0.597359736,181,12/07/24
Safari (in-app),1,5,1,0,0,0,0,12/07/24
Samsung Internet,10,41,10,0,0,0.363636364,4,12/07/24
Android Browser,11,44,11,0,0,0,0,13/07/24
Android Webview,1,5,1,0,0,1,1,13/07/24
Chrome,254,1794,286,0,0,0.558064516,173,13/07/24
Edge,12,113,15,0,0,0.625,10,13/07/24
Firefox,5,29,6,0,0,0.5,3,13/07/24
Safari,238,1475,262,0,0,0.574912892,165,13/07/24
Safari (in-app),3,10,3,0,0,0.333333333,1,13/07/24
Samsung Internet,14,64,16,0,0,0.529411765,9,13/07/24
YaBrowser,1,5,1,0,0,1,1,13/07/24
Android Webview,1,3,1,0,0,0,0,14/07/24
Chrome,219,1471,246,0,0,0.570895522,153,14/07/24
Edge,9,219,14,0,0,0.666666667,10,14/07/24
Firefox,9,44,10,0,0,0.7,7,14/07/24
Opera,1,4,1,0,0,1,1,14/07/24
Safari,235,1355,254,0,0,0.580524345,155,14/07/24
Safari (in-app),4,16,5,0,0,0.4,2,14/07/24
Samsung Internet,20,89,20,0,0,0.409090909,9,14/07/24
YaBrowser,1,4,1,0,0,0,0,14/07/24
Android Webview,1,4,1,0,0,0,0,15/07/24
Chrome,337,3000,400,0,0,0.598272138,277,15/07/24
Edge,25,378,32,0,0,0.692307692,27,15/07/24
Firefox,11,85,13,0,0,0.357142857,5,15/07/24
Opera,1,3,1,0,0,0,0,15/07/24
Safari,225,1363,247,0,0,0.58781362,164,15/07/24
Safari (in-app),1,4,1,0,0,0,0,15/07/24
Samsung Internet,7,28,8,0,0,0.375,3,15/07/24
Android Webview,4,12,4,0,0,0,0,16/07/24
Chrome,315,2565,374,0,0,0.591121495,253,16/07/24
Edge,32,237,34,0,0,0.717948718,28,16/07/24
Firefox,11,43,12,0,0,0.307692308,4,16/07/24
Opera,2,17,3,0,0,0.333333333,1,16/07/24
Safari,217,1488,236,0,0,0.596078431,152,16/07/24
Safari (in-app),5,17,5,0,0,0.2,1,16/07/24
Samsung Internet,16,87,17,0,0,0.823529412,14,16/07/24
YaBrowser,1,6,1,0,0,1,1,16/07/24
Android Webview,3,13,3,0,0,0.333333333,1,17/07/24
Chrome,295,2294,342,0,0,0.581578947,221,17/07/24
Edge,21,277,27,0,0,0.612903226,19,17/07/24
Firefox,18,190,22,0,0,0.52,13,17/07/24
Opera,3,13,3,0,0,1,3,17/07/24
Safari,244,1809,259,0,0,0.575342466,168,17/07/24
Safari (in-app),8,33,8,0,0,0.375,3,17/07/24
Samsung Internet,16,109,21,0,0,0.619047619,13,17/07/24
Chrome,280,2124,329,0,0,0.578378378,214,18/07/24
Edge,17,133,19,0,0,0.894736842,17,18/07/24
Firefox,15,84,16,0,0,0.5,9,18/07/24
Opera,2,10,3,0,0,0.666666667,2,18/07/24
Safari,270,1899,305,0,0,0.569321534,193,18/07/24
Safari (in-app),2,9,3,0,0,0.333333333,1,18/07/24
Samsung Internet,15,66,17,0,0,0.411764706,7,18/07/24
Android Webview,3,14,3,0,0,0.333333333,1,19/07/24
Chrome,271,1888,295,0,0,0.575851393,186,19/07/24
Edge,11,183,15,0,0,0.789473684,15,19/07/24
Firefox,16,69,16,0,0,0.5,8,19/07/24
Opera,1,8,2,0,0,0.5,1,19/07/24
Safari,212,1312,231,0,0,0.602409639,150,19/07/24
Safari (in-app),6,25,7,0,0,0.285714286,2,19/07/24
Samsung Internet,13,67,13,0,0,0.923076923,12,19/07/24
YaBrowser,1,4,1,0,0,1,1,19/07/24
Android Webview,2,6,2,0,0,0,0,20/07/24
Chrome,255,1676,286,0,0,0.529968454,168,20/07/24
Edge,13,67,14,0,0,0.928571429,13,20/07/24
Firefox,12,62,15,0,0,0.375,6,20/07/24
Opera,1,4,1,0,0,0,0,20/07/24
Safari,242,1445,272,0,0,0.518032787,158,20/07/24
Safari (in-app),5,16,5,0,0,0.2,1,20/07/24
Samsung Internet,16,101,16,0,0,0.722222222,13,20/07/24
Android Webview,4,12,4,0,0,0,0,21/07/24
Chrome,259,1724,296,0,0,0.516819572,169,21/07/24
Edge,11,213,13,0,0,0.857142857,12,21/07/24
Firefox,20,87,20,0,0,0.4,8,21/07/24
Mozilla Compatible Agent,0,1,1,0,0,1,1,21/07/24
Opera,1,5,1,0,0,1,1,21/07/24
Safari,246,1644,268,0,0,0.591503268,181,21/07/24
Safari (in-app),5,143,5,0,0,0.6,3,21/07/24
Samsung Internet,15,68,15,0,0,0.8,12,21/07/24
